Timestamp;Nome Modulo;ID; Byte 0 e 1;Byte 1 e 2;Byte 2 e 3;Byte 3 e 4;
0.000; Dynamics module data; 0x11;0000;5701;0000;10801
50.700; Dynamics module data; 0x11;0000;1100;0000;4001
50.700; Dynamics module sensor errors; 0x12;0000;0000;0000;0100
50.700; Thermal sensor module; 0x21;4103;12201;23502;20301
50.700; Thermal sensor module; 0x22;24700;19900;15703;17203
50.750; Dynamics module data; 0x11;0000;20700;0000;0100
50.750; Dynamics module sensor errors; 0x12;0000;0100;0000;0100
50.750; Thermal sensor module; 0x21;8103;23701;8302;7301
50.750; Thermal sensor module; 0x22;12000;20103;3101;19202
50.800; Dynamics module data; 0x11;0000;0400;0000;14200
50.800; Dynamics module sensor errors; 0x12;0000;0100;0100;0100
50.800; Thermal sensor module; 0x21;15900;9303;3500;9202
50.800; Thermal sensor module; 0x22;2702;1602;15700;12501
50.850; Dynamics module data; 0x11;0000;19301;0000;11500
50.850; Dynamics module sensor errors; 0x12;0100;0100;0000;0000
50.850; Thermal sensor module; 0x21;5203;11203;5302;18502
50.850; Thermal sensor module; 0x22;7003;5103;13002;12702
50.900; Dynamics module data; 0x11;0000;3401;0000;6400
50.900; Dynamics module sensor errors; 0x12;0000;0000;0100;0000
50.900; Thermal sensor module; 0x21;13002;6500;3500;3001
50.900; Thermal sensor module; 0x22;23701;5400;7801;12301
50.950; Dynamics module data; 0x11;0000;6301;0000;7101
50.950; Dynamics module sensor errors; 0x12;0000;0000;0000;0000
50.950; Thermal sensor module; 0x21;13702;14203;6802;4602
50.950; Thermal sensor module; 0x22;8702;12703;13002;7902
51.000; Dynamics module data; 0x11;0000;5801;0000;1701
51.000; Dynamics module sensor errors; 0x12;0000;0000;0000;0100
51.000; Thermal sensor module; 0x21;4202;3701;18600;23200
51.000; Thermal sensor module; 0x22;4503;18502;16801;15103
51.050; Dynamics module data; 0x11;0000;1301;0000;18301
51.050; Dynamics module sensor errors; 0x12;0100;0100;0100;0100
51.050; Thermal sensor module; 0x21;22201;16101;19802;21502
51.050; Thermal sensor module; 0x22;9802;22700;0703;3301
51.100; Dynamics module data; 0x11;0000;7301;0000;20601
51.100; Dynamics module sensor errors; 0x12;0000;0100;0100;0100
51.100; Thermal sensor module; 0x21;11903;6400;7302;11400
51.100; Thermal sensor module; 0x22;21200;16102;13003;0900
51.150; Dynamics module data; 0x11;0000;4200;0000;22300
51.150; Dynamics module sensor errors; 0x12;0100;0100;0100;0000
51.150; Thermal sensor module; 0x21;10202;9602;7703;14902
51.150; Thermal sensor module; 0x22;11002;24102;24101;2003
51.200; Dynamics module data; 0x11;0000;12401;0000;12901
51.200; Dynamics module sensor errors; 0x12;0100;0100;0100;0100
51.200; Thermal sensor module; 0x21;0201;14002;21700;22101
51.200; Thermal sensor module; 0x22;22501;5402;24501;16802
51.250; Dynamics module data; 0x11;0000;2701;0000;2600
51.250; Dynamics module sensor errors; 0x12;0100;0100;0100;0100
51.250; Thermal sensor module; 0x21;3001;0302;24702;24802
51.250; Thermal sensor module; 0x22;19002;19102;2302;7301
51.300; Dynamics module data; 0x11;0000;0600;0000;2401
51.300; Dynamics module sensor errors; 0x12;0000;0100;0000;0000
51.300; Thermal sensor module; 0x21;2701;24000;13602;1701
51.300; Thermal sensor module; 0x22;23701;2503;17700;19601
51.350; Dynamics module data; 0x11;0000;23700;0000;11301
51.350; Dynamics module sensor errors; 0x12;0100;0100;0100;0100
51.350; Thermal sensor module; 0x21;14402;1003;6802;3901
51.350; Thermal sensor module; 0x22;22300;14300;9901;1500
51.400; Dynamics module data; 0x11;0000;14900;0000;14800
51.400; Dynamics module sensor errors; 0x12;0000;0100;0000;0100
51.400; Thermal sensor module; 0x21;17601;22800;7801;9300
51.400; Thermal sensor module; 0x22;10301;6403;14200;17403
51.450; Dynamics module data; 0x11;0000;8001;0000;13800
51.450; Dynamics module sensor errors; 0x12;0000;0000;0100;0100
51.450; Thermal sensor module; 0x21;9101;4502;9400;15401
51.450; Thermal sensor module; 0x22;10703;24801;13101;15902
51.500; Dynamics module data; 0x11;0000;19101;0000;11001
51.500; Dynamics module sensor errors; 0x12;0000;0000;0100;0000
51.500; Thermal sensor module; 0x21;15501;0003;6101;17003
51.500; Thermal sensor module; 0x22;3900;25202;4303;23001
51.550; Dynamics module data; 0x11;0000;1800;0000;19600
51.550; Dynamics module sensor errors; 0x12;0100;0100;0000;0000
51.550; Thermal sensor module; 0x21;9602;18002;13200;19403
51.550; Thermal sensor module; 0x22;12100;0202;8001;14500
51.600; Dynamics module data; 0x11;0000;2900;0000;18000
51.600; Dynamics module sensor errors; 0x12;0000;0000;0000;0000
51.600; Thermal sensor module; 0x21;8300;15603;5900;16802
51.600; Thermal sensor module; 0x22;3703;1301;15401;21100
51.650; Dynamics module data; 0x11;0000;5901;0000;22201
51.650; Dynamics module sensor errors; 0x12;0000;0000;0000;0100
51.650; Thermal sensor module; 0x21;15000;0703;20502;11901
51.650; Thermal sensor module; 0x22;25001;3700;13002;7603
51.700; Dynamics module data; 0x11;0000;2600;0000;1200
51.700; Dynamics module sensor errors; 0x12;0000;0000;0000;0000
51.700; Thermal sensor module; 0x21;0900;0002;7303;13300
51.700; Thermal sensor module; 0x22;19402;9200;8102;24601
51.750; Dynamics module data; 0x11;0000;15200;0000;8700
51.750; Dynamics module sensor errors; 0x12;0100;0000;0100;0100
51.750; Thermal sensor module; 0x21;12501;7800;17802;4002
51.750; Thermal sensor module; 0x22;9301;18402;20002;12803
51.800; Dynamics module data; 0x11;0000;16900;0000;15200
51.800; Dynamics module sensor errors; 0x12;0100;0000;0000;0100
51.800; Thermal sensor module; 0x21;13900;2800;6300;22003
51.800; Thermal sensor module; 0x22;10103;3903;5700;2302
51.850; Dynamics module data; 0x11;0000;15900;0000;0500
51.850; Dynamics module sensor errors; 0x12;0100;0100;0000;0100
51.850; Thermal sensor module; 0x21;10103;4102;1100;24601
51.850; Thermal sensor module; 0x22;5000;2203;22800;1402
51.900; Dynamics module data; 0x11;0000;2001;0000;6400
51.900; Dynamics module sensor errors; 0x12;0000;0000;0100;0000
51.900; Thermal sensor module; 0x21;14702;18500;3702;5902
51.900; Thermal sensor module; 0x22;19800;12800;18602;22802
51.950; Dynamics module data; 0x11;0000;20001;0000;17900
51.950; Dynamics module sensor errors; 0x12;0100;0100;0000;0100
51.950; Thermal sensor module; 0x21;6302;18401;6400;10403
51.950; Thermal sensor module; 0x22;9000;14000;9202;14203
52.000; Dynamics module data; 0x11;0000;1601;0000;12701
52.000; Dynamics module sensor errors; 0x12;0100;0000;0000;0000
52.000; Thermal sensor module; 0x21;12101;16502;17100;13101
52.000; Thermal sensor module; 0x22;16602;1402;14803;11200
52.050; Dynamics module data; 0x11;0000;16000;0000;17201
52.050; Dynamics module sensor errors; 0x12;0000;0000;0000;0000
52.050; Thermal sensor module; 0x21;20201;12403;0002;23101
52.050; Thermal sensor module; 0x22;16301;17103;22500;1500
52.100; Dynamics module data; 0x11;0000;11501;0000;6001
52.100; Dynamics module sensor errors; 0x12;0100;0000;0000;0000
52.100; Thermal sensor module; 0x21;7601;11300;17602;4303
52.100; Thermal sensor module; 0x22;9202;9602;12601;10501
52.150; Dynamics module data; 0x11;0000;3201;0000;18901
52.150; Dynamics module sensor errors; 0x12;0000;0100;0000;0100
52.150; Thermal sensor module; 0x21;10200;25101;21200;4300
52.150; Thermal sensor module; 0x22;14300;18701;0302;13800
52.200; Dynamics module data; 0x11;0000;23201;0000;4200
52.200; Dynamics module sensor errors; 0x12;0000;0100;0000;0000
52.200; Thermal sensor module; 0x21;18803;13401;23802;9203
52.200; Thermal sensor module; 0x22;2401;4803;20103;1602
52.250; Dynamics module data; 0x11;0000;5500;0000;4301
52.250; Dynamics module sensor errors; 0x12;0000;0000;0000;0100
52.250; Thermal sensor module; 0x21;4402;12602;9302;15501
52.250; Thermal sensor module; 0x22;7003;22802;9800;24702
52.300; Dynamics module data; 0x11;0000;13700;0000;11300
52.300; Dynamics module sensor errors; 0x12;0100;0100;0100;0100
52.300; Thermal sensor module; 0x21;12101;1003;12300;23701
52.300; Thermal sensor module; 0x22;11402;14102;5303;14000
52.350; Dynamics module data; 0x11;0000;17100;0000;2200
52.350; Dynamics module sensor errors; 0x12;0100;0000;0000;0100
52.350; Thermal sensor module; 0x21;2703;8600;22501;7901
52.350; Thermal sensor module; 0x22;18302;3101;7701;17302
52.400; Dynamics module data; 0x11;0000;22200;0000;24900
52.400; Dynamics module sensor errors; 0x12;0100;0100;0100;0100
52.400; Thermal sensor module; 0x21;14002;7103;13501;0703
52.400; Thermal sensor module; 0x22;5902;22303;5003;23802
52.450; Dynamics module data; 0x11;0000;13600;0000;2600
52.450; Dynamics module sensor errors; 0x12;0100;0000;0000;0000
52.450; Thermal sensor module; 0x21;18700;4902;3201;22402
52.450; Thermal sensor module; 0x22;17002;9002;11002;0402
52.500; Dynamics module data; 0x11;0000;19701;0000;24700
52.500; Dynamics module sensor errors; 0x12;0000;0100;0000;0100
52.500; Thermal sensor module; 0x21;25202;1901;5202;20102
52.500; Thermal sensor module; 0x22;9801;23003;6402;18902
52.550; Dynamics module data; 0x11;0000;0401;0000;3601
52.550; Dynamics module sensor errors; 0x12;0100;0000;0100;0100
52.550; Thermal sensor module; 0x21;5302;6503;6000;17400
52.550; Thermal sensor module; 0x22;7900;1401;5102;3703
52.600; Dynamics module data; 0x11;0000;7301;0000;17100
52.600; Dynamics module sensor errors; 0x12;0100;0000;0100;0100
52.600; Thermal sensor module; 0x21;11302;0803;23300;11603
52.600; Thermal sensor module; 0x22;6400;21000;16702;8202
52.650; Dynamics module data; 0x11;0000;14100;0000;11301
52.650; Dynamics module sensor errors; 0x12;0100;0100;0100;0000
52.650; Thermal sensor module; 0x21;20001;2101;20302;8000
52.650; Thermal sensor module; 0x22;17503;1200;0501;20003
52.700; Dynamics module data; 0x11;0000;9101;0000;6500
52.700; Dynamics module sensor errors; 0x12;0100;0000;0000;0000
52.700; Thermal sensor module; 0x21;7503;1303;10903;11200
52.700; Thermal sensor module; 0x22;2800;25102;0602;5200
52.750; Dynamics module data; 0x11;0000;7700;0000;2701
52.750; Dynamics module sensor errors; 0x12;0000;0000;0000;0000
52.750; Thermal sensor module; 0x21;1200;4502;1502;6300
52.750; Thermal sensor module; 0x22;17700;9802;6701;11601
52.800; Dynamics module data; 0x11;0000;10500;0000;7701
52.800; Dynamics module sensor errors; 0x12;0100;0100;0100;0100
52.800; Thermal sensor module; 0x21;16301;12902;9700;4402
52.800; Thermal sensor module; 0x22;16601;4102;15003;0401
52.850; Dynamics module data; 0x11;0000;10501;0000;3000
52.850; Dynamics module sensor errors; 0x12;0100;0000;0000;0000
52.850; Thermal sensor module; 0x21;10602;1600;11803;9102
52.850; Thermal sensor module; 0x22;22900;14600;9500;17800
52.900; Dynamics module data; 0x11;0000;3701;0000;10401
52.900; Dynamics module sensor errors; 0x12;0100;0000;0100;0000
52.900; Thermal sensor module; 0x21;4903;15803;5301;1703
52.900; Thermal sensor module; 0x22;19800;14803;20700;9801
52.950; Dynamics module data; 0x11;0000;18400;0000;22601
52.950; Dynamics module sensor errors; 0x12;0000;0000;0000;0100
52.950; Thermal sensor module; 0x21;4900;21600;4801;12303
52.950; Thermal sensor module; 0x22;9100;9102;11903;5702
53.000; Dynamics module data; 0x11;0000;14801;0000;24301
53.000; Dynamics module sensor errors; 0x12;0100;0100;0000;0000
53.000; Thermal sensor module; 0x21;17101;16301;12100;0600
53.000; Thermal sensor module; 0x22;15700;18000;21703;5302
53.050; Dynamics module data; 0x11;0000;23600;0000;21801
53.050; Dynamics module sensor errors; 0x12;0100;0000;0100;0000
53.050; Thermal sensor module; 0x21;3302;16400;18300;17502
53.050; Thermal sensor module; 0x22;4401;0501;5300;3401
53.100; Dynamics module data; 0x11;0000;2100;0000;1801
53.100; Dynamics module sensor errors; 0x12;0000;0100;0000;0100
53.100; Thermal sensor module; 0x21;3503;14402;18803;11601
53.100; Thermal sensor module; 0x22;10600;6502;5200;10202
53.150; Dynamics module data; 0x11;0000;19700;0000;21600
53.150; Dynamics module sensor errors; 0x12;0100;0100;0100;0000
53.150; Thermal sensor module; 0x21;25001;8403;25001;18402
53.150; Thermal sensor module; 0x22;21601;23100;14300;3703
53.200; Dynamics module data; 0x11;0000;13100;0000;23301
53.200; Dynamics module sensor errors; 0x12;0100;0000;0000;0000
53.200; Thermal sensor module; 0x21;19200;3702;12800;13800
53.200; Thermal sensor module; 0x22;16600;14801;24700;24400
53.250; Dynamics module data; 0x11;0000;9801;0000;19900
53.250; Dynamics module sensor errors; 0x12;0000;0100;0000;0000
53.250; Thermal sensor module; 0x21;0501;20802;14400;0601
53.250; Thermal sensor module; 0x22;22903;22703;18901;11301
53.300; Dynamics module data; 0x11;0000;0700;0000;0600
53.300; Dynamics module sensor errors; 0x12;0000;0100;0100;0100
53.300; Thermal sensor module; 0x21;0200;4201;4301;20100
53.300; Thermal sensor module; 0x22;4701;25100;7503;22400
53.350; Dynamics module data; 0x11;0000;12401;0000;1501
53.350; Dynamics module sensor errors; 0x12;0000;0000;0000;0100
53.350; Thermal sensor module; 0x21;4101;14402;6601;11201
53.350; Thermal sensor module; 0x22;11700;7201;5700;3000
53.400; Dynamics module data; 0x11;0000;23300;0000;21601
53.400; Dynamics module sensor errors; 0x12;0000;0000;0100;0100
53.400; Thermal sensor module; 0x21;10600;1503;2200;16800
53.400; Thermal sensor module; 0x22;23901;10402;15200;8901
53.450; Dynamics module data; 0x11;0000;19801;0000;0701
53.450; Dynamics module sensor errors; 0x12;0100;0000;0100;0000
53.450; Thermal sensor module; 0x21;10300;2102;12801;17500
53.450; Thermal sensor module; 0x22;7903;11801;22602;9300
53.500; Dynamics module data; 0x11;0000;22501;0000;20000
53.500; Dynamics module sensor errors; 0x12;0000;0100;0000;0100
53.500; Thermal sensor module; 0x21;2302;10100;20100;19301
53.500; Thermal sensor module; 0x22;3003;3301;22203;16801
53.550; Dynamics module data; 0x11;0000;9101;0000;17600
53.550; Dynamics module sensor errors; 0x12;0000;0100;0000;0100
53.550; Thermal sensor module; 0x21;2100;18101;5002;17803
53.550; Thermal sensor module; 0x22;23602;10900;3101;11800
53.600; Dynamics module data; 0x11;0000;11700;0000;21601
53.600; Dynamics module sensor errors; 0x12;0000;0000;0000;0100
53.600; Thermal sensor module; 0x21;22601;2600;9100;20901
53.600; Thermal sensor module; 0x22;4200;12803;6903;6900
53.650; Dynamics module data; 0x11;0000;7001;0000;22301
53.650; Dynamics module sensor errors; 0x12;0000;0100;0000;0100
53.650; Thermal sensor module; 0x21;9303;11301;18301;12203
53.650; Thermal sensor module; 0x22;20201;3803;21701;22403
53.700; Dynamics module data; 0x11;0000;15901;0000;14700
53.700; Dynamics module sensor errors; 0x12;0100;0100;0100;0100
53.700; Thermal sensor module; 0x21;6503;11102;11801;16202
53.700; Thermal sensor module; 0x22;14100;17101;0402;14300
53.750; Dynamics module data; 0x11;0000;16300;0000;21500
53.750; Dynamics module sensor errors; 0x12;0100;0000;0100;0100
53.750; Thermal sensor module; 0x21;7902;8203;18403;6301
53.750; Thermal sensor module; 0x22;13901;10303;8001;4402
53.800; Dynamics module data; 0x11;0000;17801;0000;25300
53.800; Dynamics module sensor errors; 0x12;0000;0100;0000;0000
53.800; Thermal sensor module; 0x21;17503;5302;0803;1200
53.800; Thermal sensor module; 0x22;6201;17200;0402;25402
53.850; Dynamics module data; 0x11;0000;11300;0000;19700
53.850; Dynamics module sensor errors; 0x12;0100;0000;0100;0000
53.850; Thermal sensor module; 0x21;13002;7803;15803;20802
53.850; Thermal sensor module; 0x22;5503;0903;11500;23402
53.900; Dynamics module data; 0x11;0000;8201;0000;23601
53.900; Dynamics module sensor errors; 0x12;0100;0000;0000;0000
53.900; Thermal sensor module; 0x21;1703;6602;19401;3001
53.900; Thermal sensor module; 0x22;3803;1800;8602;10702
53.950; Dynamics module data; 0x11;0000;18601;0000;21600
53.950; Dynamics module sensor errors; 0x12;0000;0000;0100;0100
53.950; Thermal sensor module; 0x21;7003;23900;2302;22103
53.950; Thermal sensor module; 0x22;24500;8402;6801;19301
54.000; Dynamics module data; 0x11;0000;12801;0000;13600
54.000; Dynamics module sensor errors; 0x12;0100;0000;0100;0000
54.000; Thermal sensor module; 0x21;3300;4801;10801;20102
54.000; Thermal sensor module; 0x22;22000;22100;0001;12602
54.050; Dynamics module data; 0x11;0000;0000;0000;3000
54.050; Dynamics module sensor errors; 0x12;0000;0000;0100;0100
54.050; Thermal sensor module; 0x21;18702;19500;9902;15102
54.050; Thermal sensor module; 0x22;3702;18502;20903;13702
54.100; Dynamics module data; 0x11;0000;17201;0000;17501
54.100; Dynamics module sensor errors; 0x12;0000;0000;0100;0100
54.100; Thermal sensor module; 0x21;5303;6103;14200;10102
54.100; Thermal sensor module; 0x22;13602;7701;0201;1500
54.150; Dynamics module data; 0x11;0000;19301;0000;16600
54.150; Dynamics module sensor errors; 0x12;0100;0000;0100;0100
54.150; Thermal sensor module; 0x21;18501;2800;3603;12601
54.150; Thermal sensor module; 0x22;9500;9401;1102;2701
54.200; Dynamics module data; 0x11;0000;6601;0000;3401
54.200; Dynamics module sensor errors; 0x12;0100;0000;0100;0000
54.200; Thermal sensor module; 0x21;16802;22703;24702;1700
54.200; Thermal sensor module; 0x22;2700;22602;6202;22002
54.250; Dynamics module data; 0x11;0000;7601;0000;12800
54.250; Dynamics module sensor errors; 0x12;0100;0000;0000;0100
54.250; Thermal sensor module; 0x21;13703;3203;13602;0901
54.250; Thermal sensor module; 0x22;11602;10101;21803;10302
54.300; Dynamics module data; 0x11;0000;15801;0000;15101
54.300; Dynamics module sensor errors; 0x12;0100;0100;0100;0000
54.300; Thermal sensor module; 0x21;6300;6501;5601;6100
54.300; Thermal sensor module; 0x22;9102;18800;16202;5602
54.350; Dynamics module data; 0x11;0000;4301;0000;9400
54.350; Dynamics module sensor errors; 0x12;0000;0000;0000;0000
54.350; Thermal sensor module; 0x21;18702;0101;3303;0103
54.350; Thermal sensor module; 0x22;13103;11600;5400;16400
54.400; Dynamics module data; 0x11;0000;24800;0000;23800
54.400; Dynamics module sensor errors; 0x12;0000;0000;0100;0000
54.400; Thermal sensor module; 0x21;12403;5501;1800;5800
54.400; Thermal sensor module; 0x22;14601;1101;4701;1703
54.450; Dynamics module data; 0x11;0000;23801;0000;4801
54.450; Dynamics module sensor errors; 0x12;0000;0000;0000;0000
54.450; Thermal sensor module; 0x21;2901;12603;1301;24602
54.450; Thermal sensor module; 0x22;20400;9303;22300;19502
54.500; Dynamics module data; 0x11;0000;6700;0000;11600
